ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,IMPROVED
020360008,RS,60,111,111,201,2017,Average,Above Average,30,0.8,Ranch 1 Story,1,Frame Stucco,2992,4,3,0,0,0,1,0,1283,227681,308513,227681,308513,RS,3036,No,Yes,No,No,0,Yes,127,759,234400
020360012,RS,60,111,111,201,2017,Average,Above Average,19,0.6,Bi Level 1 Story,1,Frame Vinyl,948,3,2,888,888,0,1,528,0,142519,169665,142519,169665,RS,1797,Yes,No,Yes,Yes,1,Yes,48,599,211500
020370049,RS,60,111,111,201,2017,Average,Above Average,44,0.5,2 Story,2,Frame Masonry Veneer,1344,4,1,0,0,0,1,418,0,69927,158205,69927,158205,RS,1344,Yes,No,No,No,0,Yes,128,336,116600
020400002,RS,60,111,111,201,2017,Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1456,5,2,1456,1237,219,1,0,1104,187055,272958,187055,272958,RS,2912,No,Yes,Yes,No,0.8495879120879121,Yes,64,582.4,165900
020400025,RS,60,111,111,201,2017,Below Average,Average,39,0,Ranch 1 Story,1,Frame Vinyl,1174,2,1,180,0,180,1,540,0,45660,117078,45660,117078,RS,1373,Yes,No,Yes,No,0,No,86,686.5,84700
020410001,RS,60,111,111,201,2017,Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,900,2,1.75,900,450,450,1,0,520,82013,166284,82013,166284,RS,1800,No,Yes,Yes,No,0.5,No,81,900,68150
020410016,RS,60,111,111,201,2017,Average,Above Average,26,0.8,2 Story,2,Other,2190,4,1.75,352,262,90,1,0,0,192797,240996,192797,240996,RS,2611,No,No,Yes,No,0.7443181818181818,Yes,126,652.75,274500
020420002,RS,60,111,111,201,2017,Average,Average,25,0,Ranch 1 Story,1,Frame Masonry Veneer,1323,3,1.5,0,0,0,1,0,0,119610,163850,119610,163850,RS,1323,No,No,No,No,0,No,59,441,152000
020420003,RS,60,111,111,201,2017,Average,Above Average,21,0.7,Ranch 1 Story,1,Frame Vinyl,1478,3,1,0,0,0,1,0,0,124327,150882,124327,150882,RS,1478,No,No,No,No,0,Yes,71,492.6666666666667,166700
020420007,RS,60,111,111,201,2017,Average,Above Average,30,0.5,Ranch 1 Story,1,Frame Masonry Veneer,1015,4,2,1015,913,102,1,0,720,121672,195299,121672,195299,RS,2030,No,Yes,Yes,No,0.8995073891625616,Yes,69,507.5,169300
020430002,RS,60,111,111,201,2017,Average,Above Average,25,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1369,5,1.75,1369,1369,0,1,0,480,197047,252946,198342,259423,RS,2738,No,Yes,Yes,Yes,1,Yes,76,547.6,202200
020430013,RS,60,111,111,201,2017,Below Average,Above Average,13,0.8,Ranch 1 Story,1,Frame Vinyl,747,2,1,150,0,150,1,340,0,75702,86025,75702,86025,RS,897,Yes,No,Yes,No,0,Yes,68,448.5,101600
020430038,RS,60,111,111,201,2017,Average,Average,44,0.05,Ranch 1 Story,1,Frame Masonry Veneer,1140,2,1.75,780,702,78,1,0,0,68925,181381,68925,181381,RS,2622,No,No,Yes,No,0.9,Yes,101,1311,135100
020450014,RS,60,111,111,201,2017,Average,Average,35,0.05,Ranch 1 Story,1,Frame Masonry Veneer,951,2,1,324,162,162,1,0,0,74901,136183,74901,136183,RS,1259,No,No,Yes,No,0.5,Yes,78,629.5,141028
020460006,RS,60,111,111,201,2017,Average,Above Average,32,0.8,Ranch 1 Story,1,Frame Vinyl,1456,4,1,216,0,216,1,0,0,111393,164754,111393,164754,RS,1672,No,No,Yes,No,0,Yes,132,418,82401
020460010,RS,60,111,111,201,2017,Average,Average,44,0.05,Ranch 1 Story,1,Frame Masonry Veneer,2488,4,1,228,0,228,1,0,400,100948,279038,100948,279038,RS,2888,No,Yes,Yes,No,0,Yes,117,722,196000
020470036,RS,60,111,111,201,2017,Average,Above Average,40,0.65,2 Story,2,Frame Stucco,1964,2,2,336,0,336,1,0,0,105252,187950,105252,187950,RS,2300,No,No,Yes,No,0,Yes,110,1150,179200
020480005,RS,60,111,111,201,2017,Average,Above Average,29,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1120,2,1,448,314,134,1,0,280,112429,163608,112429,163608,RS,1568,No,Yes,Yes,No,0.7008928571428571,Yes,74,784,117500
020480012,RS,60,111,111,201,2017,Average,Average,27,0,Ranch 1 Story,1,Frame Masonry Veneer,1232,2,1.75,1232,1047,185,1,392,0,149437,216575,149437,216575,RS,2464,Yes,No,Yes,No,0.8498376623376623,No,63,1232,169300
020480020,RS,60,111,111,201,2017,Below Average,Average,31,0,Ranch 1 Story,1,Frame Aluminum,768,2,1,0,0,0,1,0,0,39284,72748,39284,72748,RS,768,No,No,No,No,0,No,70,384,87600
020480021,RS,60,111,111,201,2017,Average,Above Average,23,0.8,Ranch 1 Story,1,Frame Vinyl,1136,3,2,520,114,406,1,0,240,121982,155094,121982,155094,RS,1723,No,Yes,Yes,No,0.21923076923076923,Yes,94,574.3333333333334,117900
020480024,RS,60,111,111,201,2017,Average,Above Average,43,0.3,Ranch 1 Story,1,Frame Masonry Veneer,1120,5,2,1120,896,224,2,0,0,87690,190630,87690,190630,RS,2240,No,No,Yes,No,0.8,Yes,94,448,184850
020490005,RS,60,111,111,201,2017,Below Average,Above Average,32,0.65,Ranch 1 Story,1,Frame Vinyl,812,4,1,812,730,82,1,0,676,81300,138145,82179,142538,RS,1624,No,Yes,Yes,No,0.8990147783251231,Yes,92,406,157000
020490005,RS,60,111,111,201,2017,Below Average,Above Average,32,0.65,Ranch 1 Story,1,Frame Vinyl,812,4,1,812,730,82,1,0,676,81300,138145,82179,142538,RS,1624,No,Yes,Yes,No,0.8990147783251231,Yes,92,406,91000
020500008,RS,60,111,111,201,2017,Below Average,Above Average,44,0.7,Ranch 1 Story,1,Frame Vinyl,1078,5,1,0,0,0,1,0,0,42228,94260,42228,94260,RS,1430,No,No,No,No,0,Yes,146,286,98200
020500010,RS,60,111,111,201,2017,Average,Above Average,24,0.9,Ranch 1 Story,1,Frame Masonry Veneer,1532,3,1.75,1148,1033,115,1,552,0,199949,244437,209696,254184,RS,2696,Yes,No,Yes,No,0.8998257839721254,Yes,56,898.6666666666666,160700
020520005,RS,60,111,111,201,2017,Average,Average,35,0,Ranch 1 Story,1,Frame Masonry Veneer,1236,2,1.5,400,0,400,1,0,308,92712,176476,92712,176476,RS,1636,No,Yes,Yes,No,0,No,78,818,94000
020530001,RS,60,111,111,201,2017,Above Average,Average,27,0,Ranch 1 Story,1,Frame Masonry Veneer,3186,3,1.75,0,0,0,1,1175,0,272846,395429,272846,395429,RS,3186,Yes,No,No,No,0,No,63,1062,231500
020530004,RS,60,111,111,201,2017,Average,Above Average,24,0.7,Ranch 1 Story,1,Frame Masonry Veneer,890,3,1.75,450,405,45,1,0,360,118456,153773,118456,153773,RS,1408,No,Yes,Yes,No,0.9,Yes,78,469.3333333333333,158100
020530017,RS,60,111,111,201,2017,Below Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,1270,5,1,980,735,245,1,756,308,79162,182440,79162,182440,RS,2540,Yes,Yes,Yes,No,0.75,No,80,508,187800
020550020,RS,60,111,111,201,2020,Below Average,Average,32,0,Ranch 1 Story,1,Frame Vinyl,734,2,1,0,0,0,1,0,0,36544,68951,42353,97994,RS,720,No,No,No,No,0,No,73,360,71800
020550027,RS,60,111,111,201,2020,Below Average,Above Average,31,0.75,Ranch 1 Story,1,Frame Vinyl,1311,2,2,0,0,0,1,0,0,72986,115484,72986,115484,RS,1300,No,No,No,No,0,Yes,121,650,172500
020560020,RS,60,111,111,201,2020,Average,Average,20,0,Ranch 1 Story,1,Frame Vinyl,1274,3,2,1080,1080,0,1,0,0,155440,196759,155440,196759,RS,2160,No,No,Yes,Yes,1,No,48,720,165195
020570001,RS,60,111,111,201,2020,Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Vinyl,883,4,1,883,883,0,1,0,0,108448,147348,108448,147348,RS,1918,No,No,Yes,Yes,1,Yes,92,479.5,181000
020570003,RS,60,111,111,201,2020,Below Average,Above Average,10,0.5,Ranch 1 Story,1,Frame Vinyl,1254,3,1,0,0,0,1,0,200,102764,117445,102764,117445,RS,1254,No,Yes,No,No,0,Yes,73,418,116300
020570011,RS,60,111,111,201,2020,Below Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1248,4,1,274,205,69,1,0,0,95982,139509,95982,139509,RS,1186,No,No,Yes,No,0.7481751824817519,Yes,65,296.5,120000
020570013,RS,60,111,111,201,2020,Average,Average,25,0.8,Ranch 1 Story,1,Frame Vinyl,756,3,1,0,0,0,1,216,192,73108,101624,73108,101624,RS,756,Yes,Yes,No,No,0,Yes,101,252,118600
020580012,RS,60,111,111,201,2020,Average,Above Average,24,0.7,Ranch 1 Story,1,Frame Vinyl,636,1,1,0,0,0,1,0,0,56660,71540,56660,71540,RS,636,No,No,No,No,0,Yes,73,636,93000
020590003,RS,60,111,111,201,2020,Below Average,Above Average,21,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1725,3,1.75,0,0,0,1,0,300,137491,177848,137491,177848,RS,1827,No,Yes,No,No,0,Yes,71,609,182900
020600001,RS,60,111,111,201,2017,Above Average,Above Average,25,0.8,Ranch 1 Story,1.5,Frame Masonry Veneer,2042,4,2,852,0,852,1,0,280,230780,293912,230780,293912,RS,3272,No,Yes,Yes,No,0,Yes,120,818,226700
020610017,RS,60,111,111,201,2017,Average,Above Average,33,0.6,Ranch 1 Story,1,Frame Vinyl,1044,3,2.25,0,0,0,1,0,0,77168,116217,77168,116217,RS,1044,No,No,No,No,0,Yes,75,348,108000
020610022,RS,60,111,111,201,2017,Average,Average,14,0,Ranch 1 Story,1,Frame Vinyl,1316,3,2.5,1296,1296,0,2,693,0,199660,229494,199660,229494,RS,2700,Yes,No,Yes,Yes,1,No,36,900,197800
020610024,RS,60,111,111,201,2017,Average,Average,11,0,Split Level,2,Frame Vinyl,1216,2,1.75,456,342,114,1,456,0,141162,156847,141162,156847,RS,1697,Yes,No,Yes,No,0.75,No,30,848.5,161400
020610025,RS,60,111,111,201,2017,Below Average,Above Average,21,0.8,Ranch 1 Story,1,Frame Vinyl,720,4,1,168,0,168,1,0,0,67900,83007,67900,83007,RS,1008,No,No,Yes,No,0,Yes,91,252,130700
020610029,RS,60,111,111,201,2017,Average,Average,24,0,Ranch 1 Story,1,Frame Masonry Veneer,1440,4,1.75,1440,1152,288,1,704,0,184692,249584,184692,249584,RS,2880,Yes,No,Yes,No,0.8,No,56,720,153800
020620040,RS,60,111,111,201,2017,Average,Average,10,0,Split Level,2,Frame Vinyl,1476,3,2.25,0,0,0,1,420,0,144605,158907,144605,158907,RS,1476,Yes,No,No,No,0,No,28,492,195800
020640014,RS,60,111,111,201,2017,Average,Average,29,0,Ranch 1 Story,1,Frame Masonry Veneer,1788,3,1.5,0,0,0,1,0,0,138351,209622,138351,209622,RS,1788,No,No,No,No,0,No,67,596,131400
020660010,RS,60,111,111,201,2020,Average,Above Average,25,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1392,5,3,1392,1252,140,1,0,0,191881,244746,191881,244746,RS,2784,No,No,Yes,No,0.8994252873563219,Yes,59,556.8,206500
020670008,RS,60,111,111,201,2020,Average,Average,25,0,Ranch 1 Story,1,Frame Masonry Veneer,1623,3,1.75,0,0,0,1,744,0,141602,193976,141602,193976,RS,1623,Yes,No,No,No,0,No,58,541,142500
020670011,RS,60,111,111,201,2020,Average,Above Average,11,0.9,Ranch 1 Story,1,Frame Siding,1008,2,3,1008,1008,0,2,0,364,172834,189883,172834,189883,RS,2016,No,Yes,Yes,Yes,1,Yes,76,1008,171200
020670013,RS,60,111,111,201,2020,Below Average,Average,36,0,Ranch 1 Story,1,Frame Stucco,384,1,0.75,0,0,0,1,0,320,24865,52516,26211,56154,RS,384,No,Yes,No,No,0,No,81,384,-8400
020680003,RS,60,111,111,201,2020,Below Average,Above Average,34,0.5,Ranch 1 Story,1,Frame Vinyl,1336,2,1,384,384,0,1,0,0,72869,134693,72869,134693,RS,1680,No,No,Yes,Yes,1,Yes,77,840,166700
020680009,RS,60,111,111,201,2020,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,1412,4,2.5,912,866,46,1,0,528,164757,211226,164757,211226,RS,2377,No,Yes,Yes,No,0.9495614035087719,No,51,594.25,200200
020690002,RS,60,111,111,201,2020,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,1110,5,2,960,720,240,2,288,0,143661,184181,143661,184181,RS,2070,Yes,No,Yes,No,0.75,No,51,414,191000
030050015,RS,70,111,111,301,3016,Below Average,Above Average,32,0.5,Split Level,1,Frame Vinyl,1560,3,3,448,448,0,1,392,0,95652,165775,95652,165775,RS,1945,Yes,No,Yes,Yes,1,Yes,72,648.3333333333334,166900
030060005,RS,70,111,111,301,3016,Below Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Stucco,1034,3,1,0,0,0,1,0,280,66789,104489,66789,104489,RS,1100,No,Yes,No,No,0,Yes,73,366.6666666666667,128100
030090008,RS,70,111,111,301,3016,Below Average,Above Average,26,0.6,Ranch 1 Story,1,Frame Masonry Veneer,1592,2,1.75,620,620,0,1,0,0,134501,186807,134501,186807,RS,2164,No,No,Yes,Yes,1,Yes,66,1082,174100
030110016,RS,70,111,111,301,3016,Average,Average,44,0,2 Story,2,Frame Masonry Veneer,1548,4,1.75,900,540,360,1,0,0,78648,206968,78648,206968,RS,2448,No,No,Yes,No,0.6,No,107,612,108400
030110019,RS,70,111,111,301,3016,Average,Average,28,0,Bi Level 1 Story,1,Frame Masonry Veneer,1560,4,2.25,1560,1123,437,1,0,1268,166893,273822,166893,273822,RS,2133,No,Yes,Yes,No,0.7198717948717949,No,64,533.25,130600
030120013,RS,70,111,111,301,3016,Below Average,Average,33,0,Ranch 1 Story,1,Frame Vinyl,692,3,2.25,692,588,104,1,0,0,57438,112623,57438,112623,RS,1280,No,No,Yes,No,0.8497109826589595,No,74,426.6666666666667,56500
030120037,RS,70,111,111,301,3016,Average,Average,34,0,Ranch 1 Story,1,Frame Vinyl,1607,2,2.5,714,680,34,1,0,525,137128,230565,137128,230565,RS,2310,No,Yes,Yes,No,0.9523809523809523,No,77,1155,156200
030120054,RS,70,111,111,301,3016,Below Average,Average,35,0,Ranch 1 Story,1,Frame Vinyl,1030,5,1.75,507,482,25,2,0,0,59809,127254,61082,133618,RS,1749,No,No,Yes,No,0.9506903353057199,No,78,349.8,98300
030140043,RS,70,111,111,301,3016,Average,Above Average,39,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1582,4,1,384,0,384,1,0,0,104496,181417,104496,181417,RS,2000,No,No,Yes,No,0,Yes,105,500,187100
030150018,RS,70,111,111,301,3016,Average,Average,10,0,Ranch 1 Story,1,Frame Stucco,1335,3,2,1335,0,1335,1,600,380,182987,201258,182987,201258,RS,2668,Yes,Yes,Yes,No,0,No,29,889.3333333333334,171800
030150019,RS,70,111,111,301,3016,Average,Above Average,9,0.65,Split Level,1,Frame Vinyl,1126,6,2.75,1050,1050,0,1,500,0,179995,192636,179995,192636,RS,2176,Yes,No,Yes,Yes,1,Yes,27,362.6666666666667,252600
030160009,RS,70,111,111,301,3016,Average,Average,30,0,Ranch 1 Story,1,Frame Vinyl,1160,3,1,1160,928,232,1,240,0,116025,181289,116025,181289,RS,2320,Yes,No,Yes,No,0.8,No,68,773.3333333333334,154700
030160013,RS,70,111,111,301,3016,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,960,4,1.75,960,960,0,1,768,0,136883,175491,136883,175491,RS,1950,Yes,No,Yes,Yes,1,No,51,487.5,196100
030160034,RS,70,111,111,301,3016,Below Average,Average,20,0,Ranch 1 Story,1,Frame Vinyl,1050,2,2,525,525,0,1,0,0,94923,126564,94923,126564,RS,1575,No,No,Yes,Yes,1,No,104,787.5,109300
030180009,RS,70,111,111,301,3016,Average,Average,44,0,Ranch 1 Story,1,Frame Masonry Veneer,1252,3,1,312,0,312,1,0,1300,68995,202335,68995,202335,RS,1519,No,Yes,Yes,No,0,No,157,506.3333333333333,168600
030190012,RS,70,111,111,301,3016,Average,Average,26,0,Ranch 1 Story,1,Frame Masonry Veneer,1488,3,3,1488,1488,0,2,500,0,189703,267188,189703,267188,RS,3476,Yes,No,Yes,Yes,1,No,61,1158.6666666666667,194700
030230006,RS,70,111,111,301,3016,Below Average,Above Average,30,0.65,Ranch 1 Story,1,Frame Vinyl,1496,3,2,268,134,134,1,0,264,94522,152949,94522,152949,RS,1758,No,Yes,Yes,No,0.5,Yes,81,586,165700
030230006,RS,70,111,111,301,3016,Below Average,Above Average,30,0.65,Ranch 1 Story,1,Frame Vinyl,1496,3,2,268,134,134,1,0,264,94522,152949,94522,152949,RS,1758,No,Yes,Yes,No,0.5,Yes,81,586,108100
030240017,RS,70,111,111,301,3016,Below Average,Above Average,29,0.7,Ranch 1 Story,1,Frame Vinyl,1538,2,1,0,0,0,1,0,0,91643,136374,91643,136374,RS,1538,No,No,No,No,0,Yes,98,769,108800
030250010,RS,70,111,111,301,3016,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1464,3,3,1478,1404,74,2,600,0,255133,260544,255133,260544,RS,3008,Yes,No,Yes,No,0.9499323410013532,No,15,1002.6666666666666,309000
030250017,RS,70,111,111,301,3016,Average,Above Average,30,0.7,Ranch 1 Story,1,Frame Vinyl,1013,4,1.5,1013,912,101,1,312,0,120986,169938,120986,169938,RS,2026,Yes,No,Yes,No,0.9002961500493584,Yes,88,506.5,179300
030280004,RS,70,111,111,301,3016,Below Average,Average,31,0,Ranch 1 Story,1,Frame Vinyl,940,1,1.5,468,310,158,1,0,0,59739,110628,61916,121514,RS,1408,No,No,Yes,No,0.6623931623931624,No,71,1408,127100
030280015,RS,70,111,111,301,3016,Below Average,Average,32,0,Ranch 1 Story,1,Frame Vinyl,720,2,1,0,0,0,1,0,0,38713,73044,40079,78299,RS,720,No,No,No,No,0,No,73,360,61800
030290014,RS,70,111,111,301,3016,Below Average,Above Average,14,0.9,Ranch 1 Story,1,Frame Vinyl,1258,2,2,0,0,0,1,0,0,103314,116345,103314,116345,RS,1258,No,No,No,No,0,Yes,87,629,103100
030290021,RS,70,111,111,301,3016,Average,Average,8,0,2 Story,2,Frame Vinyl,2776,4,2.75,1216,0,1216,1,844,0,265199,285160,265199,285160,RS,4016,Yes,No,Yes,No,0,No,24,1004,359300
030290021,RS,70,111,111,301,3016,Average,Average,8,0,2 Story,2,Frame Vinyl,2776,4,2.75,1216,0,1216,1,844,0,265199,285160,265199,285160,RS,4016,Yes,No,Yes,No,0,No,24,1004,309300
030290026,RS,70,111,111,301,3016,Average,Average,9,0,Bi Level 1 Story,1,Frame Vinyl,1123,3,2.5,778,778,0,1,529,0,165426,180202,165426,180202,RS,1901,Yes,No,Yes,Yes,1,No,26,633.6666666666666,198400
030310002,RS,70,111,111,301,3016,Average,Average,19,0,Ranch 1 Story,1,Frame Masonry Veneer,1396,3,2.75,1396,1396,0,1,624,0,198546,248183,198546,248183,RS,2792,Yes,No,Yes,Yes,1,No,47,930.6666666666666,224000
030310019,RS,70,111,111,301,3016,Average,Average,29,0,Ranch 1 Story,1,Frame Masonry Veneer,1496,3,2.5,1496,1196,300,2,360,0,168130,254745,168130,254745,RS,3000,Yes,No,Yes,No,0.7994652406417112,No,66,1000,219100
030330015,RS,70,111,111,301,3016,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,1011,2,2,975,926,49,1,0,0,137686,164745,137686,164745,RS,1986,No,No,Yes,No,0.9497435897435897,No,40,993,124105
030350007,RS,70,111,111,301,3016,Below Average,Average,44,0,Ranch 1 Story,1,Frame Vinyl,1204,2,1,0,0,0,1,0,400,44574,120193,44574,120193,RS,1225,No,Yes,No,No,0,No,123,612.5,149600
030390022,RS,70,111,111,301,3016,Below Average,Average,32,0,Ranch 1 Story,1,Frame Vinyl,910,1,1,910,455,455,1,0,0,64613,121912,64613,121912,RS,1820,No,No,Yes,No,0.5,No,73,1820,87250
030390023,RS,70,111,111,301,3016,Below Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,1404,3,1.5,0,0,0,1,0,0,59330,131844,59330,131844,RS,1350,No,No,No,No,0,No,81,450,77600
030390023,RS,70,111,111,301,3016,Below Average,Average,36,0,Ranch 1 Story,1,Frame Vinyl,1404,3,1.5,0,0,0,1,0,0,59330,131844,59330,131844,RS,1350,No,No,No,No,0,No,81,450,96600
030390024,RS,70,111,111,301,3016,Average,Average,44,0,2 Story,2,Frame Vinyl,1920,4,2,0,0,0,1,0,630,89597,205029,89597,205029,RS,1920,No,Yes,No,No,0,No,120,480,68500
030400003,RS,70,111,111,301,3016,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,850,2,1,850,637,213,1,0,0,108309,140037,108309,140037,RS,1784,No,No,Yes,No,0.7494117647058823,No,50,892,148300
030400006,RS,70,111,111,301,3016,Below Average,Above Average,29,0.7,Ranch 1 Story,1,Frame Vinyl,728,4,1,728,728,0,1,0,720,88817,126153,88817,126153,RS,1456,No,Yes,Yes,Yes,1,Yes,78,364,141300
030410005,RS,70,111,111,301,3016,Below Average,Above Average,34,0.9,Ranch 1 Story,1,Frame Hardboard,740,3,1,0,0,0,1,340,0,51456,80025,51456,80025,RS,910,Yes,No,No,No,0,Yes,76,303.3333333333333,134400
030410010,RS,70,111,111,301,3016,Average,Above Average,18,0.75,Ranch 1 Story,1,Frame Masonry Veneer,1456,3,3.5,702,702,0,1,608,0,198697,234313,199323,237441,RS,2425,Yes,No,Yes,Yes,1,Yes,76,808.3333333333334,233000
030420015,RS,70,111,111,301,3016,Average,Average,10,0,Ranch 1 Story,1,Frame Vinyl,1054,2,1.75,1008,957,51,1,560,0,166475,182940,167303,186881,RS,2062,Yes,No,Yes,No,0.9494047619047619,No,29,1031,183900
030430001,RS,70,111,111,301,3016,Average,Above Average,12,0.8,Bi Level 1 Story,1,Frame Vinyl,996,3,1.75,936,842,94,1,0,0,151807,164471,151807,164471,RS,1914,No,No,Yes,No,0.8995726495726496,Yes,50,638,173600
030460007,RS,70,111,111,301,3016,Average,Average,30,0,Ranch 1 Story,1,Frame Masonry Veneer,840,3,1.5,840,756,84,1,280,0,100575,157148,100575,157148,RS,1680,Yes,No,Yes,No,0.9,No,68,560,141100
030460013,RS,70,111,111,301,3016,Below Average,Above Average,38,0.7,Ranch 1 Story,1,Frame Vinyl,918,2,1,0,0,0,1,0,0,48310,91497,48310,91497,RS,918,No,No,No,No,0,Yes,128,459,87400
030460021,RS,70,111,111,301,3016,Average,Average,13,0,Ranch 1 Story,1,Frame Masonry Veneer,2128,3,2.75,2128,2021,107,2,480,384,308392,359696,308392,359696,RS,4256,Yes,Yes,Yes,No,0.9497180451127819,No,35,1418.6666666666667,268900
030470001,RS,70,111,111,301,3016,Average,Average,4,0,Ranch 1 Story,1,Frame Vinyl,1770,3,2,0,0,0,1,572,0,192050,198237,192050,198237,RS,1770,Yes,No,No,No,0,No,17,590,186000
030490003,RS,70,111,111,301,3016,Average,Average,29,0,Ranch 1 Story,1,Frame Masonry Veneer,1234,2,1.75,1234,925,309,1,308,0,143225,217007,143225,217007,RS,2468,Yes,No,Yes,No,0.7495948136142626,No,67,1234,124200
030490007,RS,70,111,111,301,3016,Below Average,Above Average,24,0.75,Ranch 1 Story,1,Frame Vinyl,1068,2,1,320,320,0,1,0,0,89155,118557,89155,118557,RS,1435,No,No,Yes,Yes,1,Yes,99,717.5,158600
030490008,RS,70,111,111,301,3016,Average,Average,21,0,Ranch 1 Story,1,Frame Vinyl,888,3,1.75,888,799,89,2,0,0,120973,155093,127223,171985,RS,1776,No,No,Yes,No,0.8997747747747747,No,51,592,137100
030490012,RS,70,111,111,301,3016,Below Average,Above Average,24,0.8,Ranch 1 Story,1,Frame Vinyl,2145,2,2,0,0,0,1,0,0,128250,170545,128250,170545,RS,1980,No,No,No,No,0,Yes,122,990,180000
030500007,RS,70,111,111,301,3016,Below Average,Above Average,23,0.7,Ranch 1 Story,1,Frame Vinyl,831,2,2,831,789,42,1,0,0,95051,123764,105221,142598,RS,1662,No,No,Yes,No,0.9494584837545126,Yes,70,831,131300
030500015,RS,70,111,111,301,3016,Below Average,Above Average,28,0.7,Ranch 1 Story,1,Frame Vinyl,930,2,2,930,930,0,1,0,912,107828,163334,107828,163334,RS,1982,No,Yes,Yes,Yes,1,Yes,77,991,136700
030540008,RS,70,111,111,301,3016,Average,Average,33,0,2 Story,2,Frame Masonry Veneer,1346,4,2,860,860,0,1,0,0,113285,195319,117016,213974,RS,2206,No,No,Yes,Yes,1,No,75,551.5,127900
030540013,RS,70,111,111,301,3016,Below Average,Average,44,0,Ranch 1 Story,1,Frame Stucco,1583,4,2,0,0,0,2,0,734,51835,167214,51835,167214,RS,1633,No,Yes,No,No,0,No,122,408.25,60400
030540023,RS,70,111,111,301,3016,Average,Above Average,16,0.75,Ranch 1 Story,1,Frame Masonry Veneer,1272,3,1,1272,636,636,1,0,0,162474,186323,162474,186323,RS,2544,No,No,Yes,No,0.5,Yes,67,848,136700
030540028,RS,70,111,111,301,3016,Average,Above Average,24,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1573,6,2.75,1573,1491,82,1,506,0,227518,287270,227518,287270,RS,3250,Yes,No,Yes,No,0.9478703115066751,Yes,68,541.6666666666666,190244
030540055,RS,70,111,111,301,3016,Below Average,Average,35,0,Ranch 1 Story,1,Frame Vinyl,1030,3,1,0,0,0,1,0,0,45777,97397,48269,109857,RS,1130,No,No,No,No,0,No,79,376.6666666666667,81700
030550010,RS,70,111,111,301,3016,Average,Above Average,44,0.5,Ranch 1 Story,1,Frame Masonry Veneer,1141,2,1,0,0,0,1,0,0,56375,127546,56375,127546,RS,1191,No,No,No,No,0,Yes,122,595.5,114000
030550027,RS,70,111,111,301,3016,Average,Above Average,32,0.6,Ranch 1 Story,1,Frame Masonry Veneer,1509,3,1,759,377,382,1,0,0,125055,195399,129510,217675,RS,2268,No,No,Yes,No,0.49670619235836627,Yes,78,756,135200
030560003,RS,70,111,111,301,3016,Below Average,Above Average,26,0.7,Ranch 1 Story,1.5,Frame Vinyl,1073,2,1,0,0,0,1,0,0,69278,96219,69278,96219,RS,1263,No,No,No,No,0,Yes,87,631.5,89800
030560006,RS,70,111,111,301,3016,Average,Average,NA,0,Ranch 1 Story,0,Frame Stucco,1461,3,3,1461,643,818,1,552,0,230114,230114,230114,230114,RS,2922,Yes,No,Yes,No,0.4401095140314853,No,2,974,318200
030570022,RS,70,111,111,301,3016,Below Average,Average,44,0,Ranch 1 Story,1,Frame Vinyl,832,1,1,474,474,0,1,0,0,31940,103032,31940,103032,RS,1129,No,No,Yes,Yes,1,No,124,1129,116000
030610001,RS,70,111,111,301,3016,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,976,3,2,912,912,0,2,816,0,159385,189744,159385,189744,RS,1984,Yes,No,Yes,Yes,1,No,41,661.3333333333334,181800
030610004,RS,70,111,111,301,3016,Below Average,Average,36,0,2 Story,2,Frame Vinyl,1242,4,1.5,0,0,0,1,0,0,49851,110780,49851,110780,RS,1257,No,No,No,No,0,No,80,314.25,89000
